,model,aogcm,exp,Scenario,true,pred,aleatoric,epistemic,total,mse,sector,year
3602,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-11.022214,-11.30314,1.4336653,0.591877,2.0255423,0.07891924138295739,-1.416973804157274,1.3494796533055244
3603,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-11.638942,-11.875163,1.4243679,0.60841465,2.0327826,0.05580039783704404,-1.416973804157274,1.3897626280310624
3604,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-11.847249,-12.102071,1.5147591,0.5946417,2.1094007,0.06493415404167138,-1.416973804157274,1.4300456027566004
3605,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-12.1205635,-12.385277,1.3748302,0.58675385,1.9615841,0.07007312824988682,-1.416973804157274,1.4703285774821384
3606,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-12.576272,-12.842187,1.4659233,0.6219702,2.0878935,0.0707107488244385,-1.416973804157274,1.5106115522076766
3607,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-12.831487,-13.167797,1.542902,0.617074,2.159976,0.11310447570964219,-1.416973804157274,1.5508945269332146
3608,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-13.1742735,-13.655508,1.764926,0.60501957,2.3699455,0.231586683818986,-1.416973804157274,1.5911775016587526
3609,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-13.669268,-14.244154,1.773263,0.70643806,2.479701,0.33049388590786555,-1.416973804157274,1.6314604763842906
3610,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-14.269798,-14.76847,1.549489,0.7403765,2.2898655,0.24867357457322561,-1.416973804157274,1.6717434511098288
3611,GSFC_ISSM,miroc5_rcp85,exp09,rcp8.5,-14.753092,-15.13674,1.9321604,0.714015,2.6461754,0.14718558137481422,-1.416973804157274,1.7120264258353668
3612,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,0.0,-0.20432995,0.13207674,0.19144058,0.32351732,0.04175072952854486,1.4207240656592337,-1.7120264258353668
3613,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.14792561999999965,-0.2974014,0.14012383,0.15879248,0.2989163,0.022343008334364853,1.4207240656592337,-1.6717434511098288
3614,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.33167427999999965,-0.4776549,0.13642693,0.15040827,0.2868352,0.021310342620543873,1.4207240656592337,-1.6314604763842906
3615,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.3890753,-0.47924945,0.13750792,0.095547676,0.23305559,0.008131376892528464,1.4207240656592337,-1.5911775016587526
3616,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.42218420000000023,-0.5001774,0.12400916,0.09022763,0.2142368,0.006082936660430532,1.4207240656592337,-1.5508945269332146
3617,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.5649968000000003,-0.56923246,0.117556125,0.08267692,0.20023304,1.794084813727083e-05,1.4207240656592337,-1.5106115522076766
3618,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.6595975999999997,-0.556406,0.12420514,0.07474235,0.19894749,0.010648501952126101,1.4207240656592337,-1.4703285774821384
3619,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.6991892499999999,-0.6087642,0.16427472,0.087310314,0.25158504,0.00817669480358431,1.4207240656592337,-1.4300456027566004
3620,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.72993153,-0.5809226,0.13477948,0.09199718,0.22677666,0.02220366014474152,1.4207240656592337,-1.3897626280310624
3621,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.7566078300000001,-0.59779596,0.13205007,0.09911063,0.2311607,0.02522120900875542,1.4207240656592337,-1.3494796533055244
3622,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.8575828699999999,-0.67554927,0.14327121,0.10838866,0.25165987,0.033136231994043364,1.4207240656592337,-1.3091966785799862
3623,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.8045776,-0.6884062,0.1547935,0.11098313,0.26577663,0.013495787435566784,1.4207240656592337,-1.2689137038544482
3624,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.90222734,-0.78674984,0.14675045,0.10545349,0.25220394,0.013335053056433104,1.4207240656592337,-1.2286307291289102
3625,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.7722696,-0.7628746,0.14940214,0.10072136,0.2501235,8.826596352881931e-05,1.4207240656592337,-1.1883477544033725
3626,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.7234962,-0.68195033,0.17919612,0.1102407,0.28943682,0.00172605925304655,1.4207240656592337,-1.1480647796778345
3627,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-0.8460356,-0.83724976,0.19902468,0.09633589,0.29536057,7.719105726335462e-05,1.4207240656592337,-1.107781804952296
3628,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-1.0217289000000003,-0.98411393,0.21682167,0.08153415,0.29835582,0.0014148858435288853,1.4207240656592337,-1.067498830226758
3629,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-1.3190105999999995,-1.3843594,0.22514868,0.09545374,0.32060242,0.004270460399714579,1.4207240656592337,-1.02721585550122
3630,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-1.4659762,-1.5442135,0.22286177,0.096860886,0.31972265,0.006121080337775777,1.4207240656592337,-0.986932880775682
3631,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-1.5180143999999998,-1.6230376,0.23250484,0.07926369,0.31176853,0.01102986763899549,1.4207240656592337,-0.946649906050144
3632,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-1.6606489999999998,-1.8043807,0.24678874,0.09505558,0.34184432,0.020658788732028668,1.4207240656592337,-0.906366931324606
3633,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-1.8742584,-1.9837172,0.25942016,0.11028695,0.3697071,0.01198122958489793,1.4207240656592337,-0.8660839565990679
3634,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-2.0286517,-2.0205672,0.2690599,0.1256392,0.3946991,6.53594842265875e-05,1.4207240656592337,-0.8258009818735298
3635,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-2.1032808000000003,-2.1216524,0.25952673,0.14152336,0.4010501,0.0003375143906592486,1.4207240656592337,-0.7855180071479918
3636,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-2.1218412,-2.2638593,0.3018291,0.15779066,0.45961976,0.02016913277549867,1.4207240656592337,-0.7452350324224537
3637,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-2.3817718000000005,-2.4882753,0.29737377,0.15356898,0.45094275,0.011342993283243025,1.4207240656592337,-0.7049520576969157
3638,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-2.6361313,-2.7572522,0.30619645,0.17002654,0.476223,0.014670276374825963,1.4207240656592337,-0.6646690829713777
3639,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-2.7133582,-2.7839773,0.33825493,0.18271065,0.5209656,0.004987053065509311,1.4207240656592337,-0.6243861082458396
3640,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-2.8855379,-2.967919,0.40943432,0.1829431,0.5923774,0.006786663967318799,1.4207240656592337,-0.5841031335203016
3641,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-3.1239588,-3.1690218,0.3604641,0.19430804,0.55477214,0.002030678012405104,1.4207240656592337,-0.5438201587947635
3642,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-3.1651554,-3.3748844,0.39190102,0.20349884,0.59539986,0.043986239594329915,1.4207240656592337,-0.5035371840692255
3643,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-3.3637657,-3.609622,0.3788669,0.21186948,0.5907364,0.060445321060007356,1.4207240656592337,-0.4632542093436875
3644,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-3.5991461000000005,-3.8201385,0.32864714,0.19959378,0.5282409,0.04883762071972152,1.4207240656592337,-0.4229712346181494
3645,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-3.8712735,-4.082914,0.39679837,0.20443702,0.6012354,0.044791648575573176,1.4207240656592337,-0.3826882598926114
3646,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-4.235049,-4.360614,0.47591805,0.2271862,0.70310426,0.01576652475920309,1.4207240656592337,-0.3424052851670733
3647,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-4.376385,-4.5018206,0.40671444,0.24199438,0.6487088,0.015734080783738207,1.4207240656592337,-0.3021223104415353
3648,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-4.6485167,-4.7428365,0.45527744,0.25620317,0.7114806,0.008896220026283845,1.4207240656592337,-0.2618393357159972
3649,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-4.844235,-4.975773,0.48237038,0.30283213,0.7852025,0.01730220799936491,1.4207240656592337,-0.2215563609904592
3650,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-4.862492,-5.044459,0.4722929,0.32627153,0.79856443,0.03311194036531025,1.4207240656592337,-0.1812733862649211
3651,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-5.172893,-5.230395,0.52503777,0.33806562,0.8631034,0.003306461631041493,1.4207240656592337,-0.1409904115393831
3652,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-5.5128126,-5.526215,0.5581775,0.36050367,0.91868114,0.00017962637489987263,1.4207240656592337,-0.1007074368138451
3653,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-5.7800765,-5.848377,0.54016685,0.3379712,0.87813807,0.004664989415715237,1.4207240656592337,-0.060424462088307
3654,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-6.239504,-6.2586675,0.5795641,0.3370223,0.9165864,0.0003672385450590282,1.4207240656592337,-0.020141487362769
3655,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-6.6451735,-6.5813026,0.59580517,0.33962727,0.93543243,0.004079486396618579,1.4207240656592337,0.020141487362769
3656,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-6.9485383,-6.829409,0.545208,0.2937069,0.8389149,0.014191760939679273,1.4207240656592337,0.060424462088307
3657,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-7.104232,-7.1755586,0.58880234,0.32742882,0.91623116,0.005087479166727231,1.4207240656592337,0.1007074368138451
3658,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-7.532882,-7.578827,0.5582242,0.30969238,0.8679166,0.002110934230849016,1.4207240656592337,0.1409904115393831
3659,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-7.925868999999999,-7.950612,0.55297947,0.34922504,0.9022045,0.0006122194227755854,1.4207240656592337,0.1812733862649211
3660,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-8.284727,-8.345079,0.63637877,0.3578992,0.99427795,0.0036424148409124357,1.4207240656592337,0.2215563609904592
3661,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-8.770706,-8.834159,0.68427277,0.3095684,0.9938412,0.004026270188442463,1.4207240656592337,0.2618393357159972
3662,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-9.0730095,-9.240379,0.6725645,0.31119156,0.98375607,0.02801266116451031,1.4207240656592337,0.3021223104415353
3663,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-9.494257,-9.633431,0.57542324,0.29342365,0.8688469,0.019369523254955463,1.4207240656592337,0.3424052851670733
3664,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-9.986203,-10.066396,0.52372074,0.3160696,0.83979034,0.0064308786894598235,1.4207240656592337,0.3826882598926114
3665,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-10.358248,-10.300619,0.69277763,0.31105232,1.00383,0.0033210871915569395,1.4207240656592337,0.4229712346181494
3666,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-10.804978,-10.653308,0.7122803,0.2977686,1.0100489,0.02300381476463013,1.4207240656592337,0.4632542093436875
3667,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-11.250763,-10.945314,0.7392206,0.2792654,1.018486,0.09329884275270034,1.4207240656592337,0.5035371840692255
3668,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-11.511956,-11.161696,0.6289234,0.28673267,0.9156561,0.12268176355979993,1.4207240656592337,0.5438201587947635
3669,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-12.00984,-11.64611,0.7148714,0.27867794,0.99354935,0.13229981771053362,1.4207240656592337,0.5841031335203016
3670,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-12.426454,-12.026614,0.7032871,0.30669498,1.0099821,0.15987187434220348,1.4207240656592337,0.6243861082458396
3671,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-12.845972,-12.301167,0.53993225,0.32883453,0.8687668,0.2968129953216691,1.4207240656592337,0.6646690829713777
3672,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-12.984705,-12.427654,0.60377216,0.36996937,0.97374153,0.31030551985173443,1.4207240656592337,0.7049520576969157
3673,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-13.497825,-12.785352,0.7945137,0.3220749,1.1165886,0.5076181273560563,1.4207240656592337,0.7452350324224537
3674,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-13.828426,-13.083006,0.84808254,0.351017,1.1990995,0.5556511178041452,1.4207240656592337,0.7855180071479918
3675,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-14.196087999999998,-13.500253,0.8363638,0.3612728,1.1976366,0.48418673175205634,1.4207240656592337,0.8258009818735298
3676,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-14.459301,-13.738788,0.8902731,0.37197495,1.262248,0.5191394859978352,1.4207240656592337,0.8660839565990679
3677,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-14.791024,-13.988766,0.9456444,0.36211205,1.3077564,0.6436183533597535,1.4207240656592337,0.906366931324606
3678,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-15.162336,-14.409781,1.0538015,0.46428013,1.5180817,0.5663383417046016,1.4207240656592337,0.946649906050144
3679,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-15.399083,-14.685057,0.9171791,0.428154,1.3453331,0.5098335765112519,1.4207240656592337,0.986932880775682
3680,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-16.037127,-15.306912,0.9877615,0.42596626,1.4137278,0.5332133296605865,1.4207240656592337,1.02721585550122
3681,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-16.588942000000003,-15.848754,0.85840034,0.42040062,1.278801,0.5478783802461418,1.4207240656592337,1.067498830226758
3682,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-17.135914,-16.178589,0.8090935,0.4241104,1.2332039,0.9164714099144701,1.4207240656592337,1.107781804952296
3683,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-17.461774999999996,-16.42251,0.9249859,0.42024612,1.345232,1.080071434484211,1.4207240656592337,1.1480647796778345
3684,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-17.715002,-16.633497,0.99034786,0.40625572,1.3966036,1.169652549884366,1.4207240656592337,1.1883477544033725
3685,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-18.306847,-17.07593,0.8657608,0.40087318,1.266634,1.5151575429060735,1.4207240656592337,1.2286307291289102
3686,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-18.633114,-17.43336,0.8463688,0.38313675,1.2295055,1.4394117094130232,1.4207240656592337,1.2689137038544482
3687,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-19.11199,-18.117771,1.0651436,0.38298988,1.4481335,0.9884711243167954,1.4207240656592337,1.3091966785799862
3688,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-19.586433000000003,-18.773697,1.0284023,0.44164658,1.4700489,0.6605399691956402,1.4207240656592337,1.3494796533055244
3689,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-20.123,-19.249702,0.9981518,0.50336075,1.5015125,0.7626486045250651,1.4207240656592337,1.3897626280310624
3690,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-20.613075000000002,-19.631882,0.9001465,0.52248,1.4226265,0.9627402647521113,1.4207240656592337,1.4300456027566004
3691,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-20.954367,-19.993145,1.1578331,0.5124798,1.6703129,0.9239477544046032,1.4207240656592337,1.4703285774821384
3692,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-21.147537,-20.09627,1.121664,0.50943756,1.6311016,1.105163130441352,1.4207240656592337,1.5106115522076766
3693,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-21.626,-20.579607,1.1583672,0.5522194,1.7105865,1.0949382897561724,1.4207240656592337,1.5508945269332146
3694,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-22.084154,-21.002916,1.288126,0.5697079,1.8578339,1.169074885923361,1.4207240656592337,1.5911775016587526
3695,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-22.565890999999997,-21.42942,1.3546028,0.5841503,1.9387531,1.291565262850478,1.4207240656592337,1.6314604763842906
3696,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-23.097841,-21.975607,1.247448,0.62371826,1.8711662,1.2594093340505712,1.4207240656592337,1.6717434511098288
3697,GSFC_ISSM,ipsl-cm5-mr_rcp85,expa01,rcp8.5,-23.894772000000003,-22.61335,1.0510406,0.7107582,1.7617989,1.642042561077033,1.4207240656592337,1.7120264258353668
3698,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,0.0,-0.00096224225,0.13230515,0.03166151,0.16396666,9.259101501138942e-07,-1.416973804157274,-1.7120264258353668
3699,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.04074128700000035,-0.06169127,0.14448309,0.04219246,0.18667555,0.0004389017574705517,-1.416973804157274,-1.6717434511098288
3700,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.04988892699999958,-0.08125733,0.14176416,0.051601887,0.19336605,0.0009839766058316306,-1.416973804157274,-1.6314604763842906
3701,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.04827648399999962,-0.12371968,0.15726137,0.061800003,0.21906137,0.005691675419686496,-1.416973804157274,-1.5911775016587526
3702,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.10302267999999959,-0.15738104,0.13498211,0.05577326,0.19075537,0.002954831610438208,-1.416973804157274,-1.5508945269332146
3703,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.16239548999999975,-0.2109742,0.15256548,0.054178238,0.20674372,0.0023598912168316883,-1.416973804157274,-1.5106115522076766
3704,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.1985282899999996,-0.24765633,0.16951227,0.04961586,0.21912813,0.0024135643600555453,-1.416973804157274,-1.4703285774821384
3705,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.2522235500000001,-0.27104947,0.17165898,0.03985165,0.21151063,0.0003544152529046356,-1.416973804157274,-1.4300456027566004
3706,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.18325791999999996,-0.27370068,0.17252253,0.03386019,0.20638272,0.008179893615854368,-1.416973804157274,-1.3897626280310624
3707,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.3026202299999996,-0.31192443,0.1761856,0.032959938,0.20914553,8.656809572880519e-05,-1.416973804157274,-1.3494796533055244
3708,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.29418080000000035,-0.302978,0.153841,0.03559017,0.18943118,7.739088593489722e-05,-1.416973804157274,-1.3091966785799862
3709,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.29956403,-0.31826302,0.21210144,0.04501629,0.25711775,0.0003496523800422019,-1.416973804157274,-1.2689137038544482
3710,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.22721491999999976,-0.3364353,0.22801302,0.04863119,0.27664423,0.011929088827743071,-1.416973804157274,-1.2286307291289102
3711,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.38779845999999996,-0.3973455,0.20871352,0.050056934,0.25877047,9.114622299718459e-05,-1.416973804157274,-1.1883477544033725
3712,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.3255770199999999,-0.39395568,0.23374175,0.061902523,0.29564428,0.004675640835380725,-1.416973804157274,-1.1480647796778345
3713,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.4188184699999997,-0.39385888,0.2323346,0.062473774,0.2948084,0.0006229811427217345,-1.416973804157274,-1.107781804952296
3714,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.5110161299999998,-0.41979167,0.20051478,0.068917274,0.26943207,0.008321902347961195,-1.416973804157274,-1.067498830226758
3715,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.56841046,-0.4931912,0.26712322,0.05767727,0.3248005,0.005657935207148937,-1.416973804157274,-1.02721585550122
3716,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.6542918699999998,-0.5892086,0.25201848,0.06327438,0.31529287,0.004235831655723488,-1.416973804157274,-0.986932880775682
3717,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.7017523000000003,-0.6543989,0.2518535,0.066152096,0.3180056,0.002242342772456215,-1.416973804157274,-0.946649906050144
3718,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.8131224499999998,-0.7968986,0.2646649,0.07485032,0.3395152,0.00026321319722412407,-1.416973804157274,-0.906366931324606
3719,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.7860865000000001,-0.77559805,0.36357167,0.0763185,0.43989018,0.00011000760094300214,-1.416973804157274,-0.8660839565990679
3720,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.8982962400000001,-0.8461325,0.2895949,0.08657384,0.37616873,0.0027210540117262256,-1.416973804157274,-0.8258009818735298
3721,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.8371191599999999,-0.8088033,0.30917147,0.09900856,0.40818003,0.0008017867988114637,-1.416973804157274,-0.7855180071479918
3722,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-0.9484222500000006,-0.855644,0.37922505,0.137043,0.516268,0.00860780596363906,-1.416973804157274,-0.7452350324224537
3723,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.0713812000000003,-0.86004806,0.396405,0.15199518,0.54840016,0.04466169790136368,-1.416973804157274,-0.7049520576969157
3724,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.1633364000000004,-0.9883354,0.35803246,0.15381384,0.5118463,0.03062536014494932,-1.416973804157274,-0.6646690829713777
3725,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.2522235999999998,-1.1237392,0.43423438,0.15469456,0.58892894,0.016508230108385716,-1.416973804157274,-0.6243861082458396
3726,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.3635473999999999,-1.2169392,0.4242258,0.183079,0.6073048,0.021493961113608084,-1.416973804157274,-0.5841031335203016
3727,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.4164716999999998,-1.2560151,0.4688418,0.19545841,0.6643002,0.025746332571670562,-1.416973804157274,-0.5438201587947635
3728,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.4075869,-1.1546195,0.50749993,0.22559118,0.7330911,0.06399252805906269,-1.416973804157274,-0.5035371840692255
3729,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.466475,-1.2135475,0.4186635,0.2596283,0.6782918,0.06397233634981293,-1.416973804157274,-0.4632542093436875
3730,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.6179115,-1.2593005,0.46530366,0.26328087,0.7285845,0.12860187058507472,-1.416973804157274,-0.4229712346181494
3731,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.7782513,-1.4280338,0.5123818,0.25377297,0.76615477,0.12265227717900484,-1.416973804157274,-0.3826882598926114
3732,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.8458031,-1.468013,0.50500345,0.2375915,0.74259496,0.14272532326020507,-1.416973804157274,-0.3424052851670733
3733,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.8768362000000005,-1.5676992,0.56527233,0.2679708,0.83324313,0.09556568850679574,-1.416973804157274,-0.3021223104415353
3734,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-1.9989059,-1.6270835,0.56734633,0.30596948,0.8733158,0.13825186742365658,-1.416973804157274,-0.2618393357159972
3735,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-2.0643651,-1.6968596,0.62081814,0.36527514,0.9860933,0.13506029388282445,-1.416973804157274,-0.2215563609904592
3736,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-2.1673746,-1.708066,0.60869575,0.380327,0.98902273,0.21096440231284003,-1.416973804157274,-0.1812733862649211
3737,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-2.3440433,-1.7679768,0.6310921,0.3594582,0.9905503,0.33185265751183163,-1.416973804157274,-0.1409904115393831
3738,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-2.5144603000000005,-1.9608073,0.8250525,0.33003592,1.1550884,0.3065316184362414,-1.416973804157274,-0.1007074368138451
3739,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-2.7845290000000005,-2.2289672,0.78264046,0.40347338,1.1861138,0.3086489249651255,-1.416973804157274,-0.060424462088307
3740,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-3.036237,-2.4213228,0.964798,0.46854663,1.4333446,0.37811944560342853,-1.416973804157274,-0.020141487362769
3741,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-3.1080956,-2.456617,0.922956,0.513844,1.4368,0.4244242139056631,-1.416973804157274,0.020141487362769
3742,IMAU_IMAUICE1,miroc5_rcp85,exp05,rcp8.5,-3.276379,-2.7143517,1.0103724,0.49611855,1.506491,0.3158747375925273,-1.416973804157274,0.060424462088307
